user_id,question_id,question,theme
u-GFvTR6PIwP-5CvYRDWbMP,q-5XWXNO0eZA-8Qmfo2B8gG,When are fares going to be lowered?,Affordability
u-7VqlJ4c3cL-D6HCWyHnin,q-LJCmj5M049-3L5eogfSAn,Will there be walkways instead of sidewalks?,Innovation-Technology
u-dAwsdN7KGM-bEpGsE0fdu,q-vFRBxfMXJU-sNBYetOQZ8,"As both Boston and Cambridge expand and their innovation districts multiply, how do we ensure we connect our collective genius?  All roads should not head downtown!  We need pathways from Boston Medical Center to Longwood, Fort Point to Somerville to Fenway... ",Access
u-xGg3COyL3G-bdebx7gxf9,q-gI0uiAcuFL-KDsiEbt7O7,Why are we not getting help with the snow?,Experiential Quality
u-ViyUmU71uI-UIaDYztPud,q-wvghy1Kgl1-ll6JyZvC8F,Will Boston have wifi on public transportation?,Experiential Quality
u-8rA6p9n2lx-i0L8PwAe86,q-MzOBswvtAY-PRXF2zULgX,"NYC has some melter trucks that melt snow on the streets.  Why does Boston not have this technology yet, despite the fact we have more snow?",Innovation-Technology
u-xSCZruowI2-byGjicLy3K,q-J2szKD2X9z-IjK2ydigTr,Can the city make sure roads and bridges are safe when they are rebuilt?,Safety
u-AhlG4tAVDF-162tHcjyjo,q-entBqtkRMc-zIgIuxfQ98,Will the city have a biker/driver education campaign that includes video and TV programs?,Innovation-Technology
u-4T9KrAZNeQ-ocKSLQQWpl,q-bhX45kFmRy-mt5g9H3Bpm,What are the plans for the new train that will connect Back Bay and the Seaport district? Will it be part of the MBTA? When is it scheduled to begin operating?,Access
u-bVj0RP0VYn-RFUALjWdBZ,q-APzYvSWmUM-vZVPy0KPd5,"To encourage ridership, why doesn't the MBTA reduce fares, increase the number of bus routes, and the frequency of service during the day?",Reliability
u-XVZS376tX5-fSXOR49nvM,q-49tXBaIotf-RhbVkDaUUD,"Why are there such transportation price discrepancies?  Maybe pricing should be based on distance, or in and out of the inner city travel.  ",Affordability
u-8G0viA45LY-EtGnFF7DEg,q-JHXAQmYqgg-P3vYB2gOkG,"It would be wonderful to have a water taxi option for commuting on the Charles River in the spring, summer and fall months. Boats could run from Watertown Square/Newton and make stops on the Cambridge side at university boat houses for commuters going into Harvard, MIT, and Kendall Square, and on the Boston side of the river by Charles MGH and the Esplanade. ",Access
u-bXo9u919ES-upExZFGVZg,q-dgxpMaAfP9-sHVHRsObzz,Will the T come to East and South Boston?,Access
u-6BnYhwHOb8-hqDsOwQBLb,q-OnSFDuC5lo-B0IiSQAytK,"The conductors are friendly, they should keep that up. ",Safety
u-pa0FGazw79-CLC3FzLcQB,q-gYyIk1ANAE-33TDHT1t7f,When are the jet packs coming?,Innovation-Technology
u-GRfy3Ln8BI-1oW3C1AnqL,q-4afTsX4cxP-R24zVGpD24,@GoBoston2030 Will youth entering the workforce have affordable transit fares so we're not giving up meals to spend 1/4 income on #MBTA?,Affordability
u-fHu7JyMYl7-dc99tc3o9W,q-nQevKAV3v6-B7dHOnyxzK,Will the Red Line be extended to Route 128?,Access
u-fO8LjfkhCN-16CODxNpFZ,q-D8NfcHJnZY-VB3xrYiv41,Will transit cost less money in the future?,Affordability
u-KXaQjphs9Y-Rw8W8H4aVA,q-qbHspFs6Wg-nF1jsJRspf,Will we change the legal driving age?,Governance and Decision-Making
u-m2SeM8KnYJ-6BLZjpKNLn,q-OSSd5WTIvq-UPmZ5OGgkX,Will we have a world class transportation system like Amsterdam or Toronto?,Access
u-D06y1e2K86-pP3RFRWEXl,q-m9EpAP3OUf-bMVrecOoVc,What new ways of transportation are we going to implement?,Innovation-Technology
u-3PLdYJQJnO-zfUAAI2rVp,q-L5D5Ejkn7R-OIBHQk2bI2,Will there be more crosswalks?,Access
u-hhFYoEVpx3-wkRUW2zujc,q-lcQ8D3H99t-H4Lpd4VKIu,"Why aren't the waterways used for public transportation like holland or other cities in Europe? Medford, Chelsea, East Boston, can connect with the rest of the city through boats!",Access
u-13UtKKenvP-tzHwY8aUy6,q-BUSiMnAHUL-zX3fRQVcac,Will the #40 bus ever run more frequently?,Reliability
u-1RWi1ln94v-tUoDkdbu75,q-nE4mmuVezZ-Quf7fBWlQP,Will transportation be faster to get around?,Reliability
u-n0R1dqhQjx-2m43Vp8FPq,q-xzqVtjdeCa-00BP2gVDwH,The City and the State should consider building one or two T stops along the MBTA Red Line between the JFK station and North Quincy.  This should expand transportation choices and increase mixed use opportunities in Dorchester.,Access
u-8sEiIMgVUf-lkoEEwZRiH,q-RTnJzEiwwn-PfVctsuiH0,"Will the MBTA offer free T passes to the disabled and elderly who do not need The Ride, but cannot afford a monthly T pass?",Affordability
u-1aJsmxnMxH-sdb5TNzmi5,q-DVtkycwmUa-IlH2RZOpmu,What if late night or early morning service was more reliable?,Reliability
u-MzrISKXez0-4YTblHeQiL,q-9lMHzp2uep-iwooZ0Dnrx,Why are buses never on time?,Reliability
u-HSXVQvKhgm-X6SavDxV7g,q-6j3RxUI5qU-OL7FEHllek,"How can I get from Winchester to Watertown, without needing to go into Boston first and then back out? Currently, that one way commute would take me almost 2 hours. Driving takes 30 minutes.",Access
u-LMOuDgbnVj-SBbGDl9yWk,q-a4zlop5fKP-OVffKVlEXy,How can we turn our transportation hubs into centers that build community and connect people to one another?,Access
u-CBdHWaxHVE-NocmKFyzy2,q-y03qvrG3gJ-t5GgFLWhss,Will the buses run on schedule especially the 31 and 42?,Reliability
u-QOw5s6BwKb-lhDRrgEmZY,q-08xmXjDA0M-KhrH95VDup,"Will there ever be a train that loops around greater Boston?  I've seen someone make a map of what this would look like and it seems to make a lot of sense. It would make it easier to get from Davis to Allston or East Boston, for example.",Access
u-VCuRNzG0IO-66GCrEHn4E,q-rcQUKSRew7-lpEdws4Fr7,Why don't the push buttons for lights work better or have speaking crosswalk signals?,Experiential Quality
u-Csv75Ti2AJ-2eShszj9Hc,q-CcNpNgQwS5-koV67iSLsF,When will bus 32 be more accessible for people living in the Wilcott area?,Access
u-OTDlMaemn8-tP3sCQ6RDO,q-kyqR2nWAGp-bPHHDcIkxP,How will the MBTA improve during bad weather?,Resiliency
u-GkyJk0QhGE-jprekgacGr,q-fZhRMXzTBJ-APjkpasIVB,How do we make public transit more convenient?,Access
u-DnpzHXs5zQ-gLZ4aGKbzX,q-eFQo1CmFjP-ZzGMB21rRM,Will it be healthier without cars?,Sustainability-Climate
u-gZ97II0rqA-nVDaiXiwEl,q-S53jOTkB2L-8fUj4hKSaI,@GoBoston2030 How will the City guarantee that transportation development does not contribute to gentrification & displacement? #right2remain #Rmbta,Equity
u-mlUt8lxACr-742R0iXrca,q-06SdOOxTPS-jdh3unLnBl,How do we move from depending on fossible fuels to other energy sources?,Sustainability-Climate
u-b1zYZwTOkn-XQyuOK52kT,q-tFBkxQMU3j-JCaStVw3rm,Can we look beyond repairing the current system to a total renovation and update? Surely our system is running on rather old technology?,Reliability
u-D15uXxVSyu-BEeId9YvRA,q-AONKlup8jM-ps3zxkyTdw,How does the city allow for space markers to be put out before the snow?,Experiential Quality
u-EoVlNDVW6Q-GTVc66CNtP,q-vtrE0cy41U-onq7Yf6I4D,Will there be a mapped route of the placement of audio light?  How would this route be available to consumers?,Access
u-bfNSbdr7Rt-YBmXSUCAPT,q-odnpIUUE16-PWFO7eSvVv,Can Boston consider shutting dangerous 1 way car streets and make them bike only?,Safety
u-wHOr56ld7Y-15IjiAhkxE,q-AGEmMHKr0z-y5kAPYGGAw,Why aren't north and south station connected in some way?  This alone would make a VAST improvement for many.,Access
u-JZTrsIHKc5-j3G5W2eiDG,q-7ulu1crSon-x3NDe6fj4M,"What are the plans to deal with this heavy snow in the future? More people us the T when the weather gets cold, making commuting very slow and crowded.",Reliability
u-6o6w5BoYUz-JCNEXlANzV,q-3VKumqkm4O-xdC7eoEJ57,How come there is still so much snow in Dorchester/ it's killing small businesses.,Experiential Quality
u-ZA4xf2LiR4-Q2khCyy27p,q-igQEcb940h-hwhASc3yWg,Will transportation be safer in the future?,Safety
u-iqCbG7kX9j-69as4VCOYY,q-Q228tWVmpq-cfTJTY4VbX,How can we ensure that there is a minimal loss of parking spots when it snows?,Experiential Quality
u-uwagaxHKhA-Nu9jLl39DG,q-YmQdFIVZvt-uxg4YlWoLa,@GoBoston2030 How will Bos guarantee that transportation dvlpt does not contribute 2 gentrification &amp; displacement? #right2remain #Rmbta,Equity
u-OIa6FWT5DO-ixNrqEfpYT,q-HQeB3vwtEY-KeSJqeI90t,"How come after a certain time in the day, the bus starts running much slower?",Reliability
u-FwaNcpFhOf-yFOKcdk26t,q-jElsIs5MLr-7nPtahR9os,"Why don't we apply principals of good interaction design to people-to-infrastructure interactions (i.e. Consistently responsive and predictable pedestrian walk signals, smart bus stops)?",Innovation-Technology
u-Gh3xHdDIwA-UGxxUyReif,q-kZh4PtWqtk-7Qsj8yxPs1,"Why, as a cyclist, do I always have to share the road with either fast-moving cars or with slow-moving pedestrians?",Access
u-XyRDouBBVE-buVLcvKfyh,q-FOww3Obs8D-av4jYFvqoE,How about bus rapid transit?,Reliability
u-7XoTMkioM8-S9Fj1hH5Oi,q-DoepYNv1F2-PuvjCVtVdb,"Will the outdated fare collection system on the Green Line continue to require the redundant second car operator, costing us millions in salary and pension dollars over the next 20 years that could be spent to maintain/upgrade the system?",Affordability
u-n3WCN8VORM-3E3RzqxOEu,q-nUkkJVA9ko-7hTpmRwwic,How will the MBTA accommodate for all the people?,Reliability
u-jrKhTwM4qB-KcQoq8iq9v,q-C3B2uqYQbC-tf8JAQplyc,Will there be more working heated bus stops?,Experiential Quality
u-nC5VuFwID4-tt5kjMx53X,q-dpbMVsWx0q-5QKTX1E9T9,How much oil do I waste using the T?,Sustainability-Climate
u-1QJeajjYBs-TtSnlOD38r,q-eo0RaUgASd-lDVgbocE1g,"Would the Worcester commuter rail line ever be extended to Auburn, Oxford, Webster, or Putnam,CT?",Access
u-bOa8Tzh6co-xLp5lByP36,q-H2iTsJKJjg-tjwzCESeWI,What if all of Boston were equally served by our transportation system?,Equity
u-aPd0yHVnQ7-yGnr3E9j0s,q-CT5w4CKk53-CkhCqNZOWf,How can we reduce bus exhaust and do Bus Rapid Transit system not like the silver line?,Sustainability-Climate
u-tokTdLgVvI-zPUguKhB5o,q-6Yn0TuyNoF-lWv2POWiXo,What if we put solar panels on the roads?,Sustainability-Climate
u-0SSjQ80w1p-ZHSfL1rKCo,q-RdGrnG0auQ-PmuhpKioNl,What are the plans for traffic improvements?,Governance and Decision-Making
u-f7XNiPVBTc-bID9UUcEUs,q-qMCFCFVgPV-X7PBQhodvy,"Will hydrogen fueling stations be a part of Boston's transit infrastructure, and if so, when?",Innovation-Technology
u-aNBYAfC9p8-7NZEF6ctgi,q-t2Uvn0fzK5-GY9i1BdszE,@GoBoston2030 Less infrastructure needed (tracks) &amp; flexibility to change routes as people w/in cities move. More transit = less emissions,Sustainability-Climate
u-Vk7h6rCSRS-vFENx8I5zm,q-yW0W7hJWxU-sVn0ChrLdQ,"How can we design streets to be more safe and condusive to walking, gardening, planting trees, gardening, etc? ",Sustainability-Climate
u-Gb4DJPWSiY-nghOJ2Unfj,q-fU55gNOUoT-chuSMAc0v0,Will the MBTA price keep getting higher or will it decrease?,Affordability
u-BXefnUeQLD-KGSmfJjNKq,q-g0ktdKIp3W-6JaSNPZBWZ,Is Hubway ever going to be cheaper/more accessible for students?,Affordability
u-XhYnZz3WP5-q49qY8yp8X,q-tNnlgEToOz-daGBM0RbN4,Will MBTA become free in 2030?,Affordability
u-Zlgxh43tU7-jngacLqzwb,q-ARU7nkI6Es-q0AeAZ6Doj,How can we get greater support for public transportation?,Experiential Quality
u-1sROu3gyqu-wINeqRe5le,q-LuAxgh0rAP-DnDpSAlrxg,How will public transit improve its service faced with increased demand in winter months?,Resiliency
u-TcUpK1OaRw-un7m8ctow4,q-5iN8IMaS2j-xyjEcTVXrO,Will public transportation ever be something that people can afford?,Affordability
u-Qy8DOSf2XS-Td5i4QYoq1,q-axdlIT1Qa3-qdKfWYqehZ,Will the MBTA invest in trains that are easy to escape in case of emergency?,Safety
u-Rg0SfEAVPm-SvKZZQTVmS,q-HYryg2CeyI-JcdB9YeICT,How can we help drivers understand they need to share the road with bikers?,Equity
u-C41DLPq8uy-HH85pPAuLy,q-tXHVkgHAv5-6bPxcMlEm5,Will money collected from city-owned parking lots be used for the improvement of public transportation? What is it currently being used for?,Governance and Decision-Making
u-2ClZXep5Wn-ZLQ4OeZAUX,q-LbdAf0kwgu-54wtUBRTja,Can we have MBTA cleaners to clean/sanitize the buses and trains?,Experiential Quality
u-xGg3COyL3G-bdebx7gxf9,q-ueDfGGYM2J-BMwbPYxnly,When are we getting new transportation vehicles?,Experiential Quality
u-jlau4D71ZI-XWww7zqDCH,q-ZkgXNB027j-yx4DCZImYm,What are bus and train schedules going to look like?,Reliability
u-uNBrjPBzly-YNnYaDPfjf,q-eMdq9solea-GiJni6wU3c,How can we use bike highways to connect outlying neighborhoods to downtown Boston?,Access
u-LN3aR1vcfl-9jB0sGJinF,q-6D2UNs5UKl-R6Em8vozYz,Will there be dedicated bus lanes?,Access
u-CIgWaOr8kf-rT5fWT4ajw,q-BD7zHhSp7j-4JHF2ZMGmV,Will they clean up the streets?,Experiential Quality
u-aFyzb2jhsu-tUWFK1rOYs,q-MgGU0cJBSo-DzNurLDlWs,"Will the commuter rail accept Charlie cards, so that I can start swiping my pass when I ride the T, instead of having to insert it and wait for the turnstile to read it?",Access
u-KUR1pW8VX3-aZgoGv45Z1,q-xb3KCIASKW-FjQvR9kTuO,Will there be more pedestrianized streets in commercial areas,Access
u-qFaB3CTEgM-jR042rD80P,q-m5GeoOcRjb-5fI2KtycsC,Can bus and train drivers be trained to be responsible for waiting for people with strollers or wheelchairs to get in the train and/or bus?,Safety
u-FNJtdh3tnu-3bjoca9UDt,q-id6sIpOfb8-ZjqzJQA8cf,When will there be heat lamps at the outdoor T stations and bus stops?,Experiential Quality
u-TCDBLz35ad-tMsv3AXmXS,q-lAXtQcUEEk-m3llMT6RIX,Will prices keep increasing?,Affordability
u-iR5HHwEEeL-peGDlreDdI,q-HCktbp5SmV-8wBkI1Pfmv,"Why can't we change all resident permit parking programs to parking benefit districts?  (Per Donald Shoup, The High Cost of Free Parking.)",Access
u-bUvU1RX3Gs-035vckCNWa,q-Dr3B4eYjps-B4Gsg0Dbba,Will the Orange Line ever come to West Roxbury?,Access
u-H3kYere0Cf-I1Ki3fDBkV,q-RBEjhYbIc3-dKGY6NH29s,Why doesn't transportation go on side streets?,Access
u-RQ0MWe0G0W-9LZPxvGmo2,q-Uplr9MelLo-4bvQuVrjwj,"""Circle Train"" (like in London) that circles the city and connects all the lines.",Reliability
u-OQ7QO3u9YJ-ok61A7HUWO,q-nO6aarsUIm-tSiqmSMtUu,Will there be flying cars?,Innovation-Technology
u-Jjc62AD4jR-EMrgN4FCH0,q-JH1Uzqji7A-Gr7WLbufo0,"Will the rotaries in Boston (Sullivan Square, Neponset Circle) be more pedestrian/bike friendly?",Safety
u-9re2M3iAYl-Cfo0vvo7H7,q-FcGlQZEzmA-KJzJgjYSsy,"When will I see the train system expanded back into the outer areas of Boston like Dorchester, Roxbury, Mattapan and Hyde Park? ",Access
u-BGeHr6PrU1-s2lapX5WMY,q-TJn6FzDL4x-ViGlj9hjme,What if people came to Boston just to ride the T?,Experiential Quality
u-FKxnvj0gqA-D8bQJuUVI6,q-GhyxzOgA2n-1U48Dt5zQH,How can the city of Boston and Uber partner up to make transportation better?,Reliability
u-aNCnxp7UOi-nvYw7EBk6n,q-j8HyeTdiC8-S6JGwjVd7z,When will there be enough buses to prevent overflows at Forest Hills?,Reliability
u-DO4YzcCBdE-JrKn7jL22y,q-xowDQJ5c7B-MWU5g35zfg,Will we have hovercrafts?,Innovation-Technology
u-9eDC4ILsvs-yxy0kuv74u,q-uylJNNhrbm-173Z9U6J3Y,Could cars & trucks be taxed or limited by size? Can some narrow streets be off limit to large vehicles?,Sustainability-Climate
u-1aJsmxnMxH-sdb5TNzmi5,q-1ZUNm6SSvZ-DRX5vZm2zY,How can long boarding be made safer and more accepted?,Safety
u-JJ77FSdSMg-jWkcbrDiS2,q-XIgrrXFoRZ-ynXvxj8Iyn,When is the supposed Allston/Boston Landing train station on the Worcester MBTA line going to open for the commuter rail?,Access
u-xaBeDyoHEy-RKhJVKXuMV,q-izG3uWfTNC-3pbFaDOQXR,Why at Downtown Crossing on the Red Line there is only one direction to get to/from the Orange Line?,Access
u-q8qdOtWxeO-AhoFqlt4Ps,q-OiFUPIbtQb-m3oFFoFmK8,Will cyclists obey traffic rules and regulations by 2030?,Safety
u-xGg3COyL3G-bdebx7gxf9,q-sX1dBSNtk5-84B3JYDsLU,Can the buses run faster because of the cold?,Reliability
u-L94wBVxeTN-FoOHloT8iO,q-EX1psE5px0-LyYWuT2TvS,Will the cars be hovering?,Innovation-Technology
u-otit2xwBzC-8EJWawpAAy,q-Fl0EOfZ6mb-OwwSMs6g5m,Can we figure out a way to safely accommodate bikes on the boston common?,Safety
u-XODXJ4JD6n-TaCtiy96z3,q-zjVSIrqMbw-n6y3e28EeY,"Can we have a new T line from the western suburbs which does not go into the Green Line tunnel?  For example, the Riverside Line used to be a train line and I assume it went to South Station. Could that be reinstated?",Access
u-GWFNuSvhmd-1pKcbNnA3K,q-v9ZNjhrwOG-563Vg6FHer,Can a new MBTA station be added on the Braintree line in the Neponset / Port Norfolk neighborhood?,Access
u-ekQhVQ4yYi-mx3Ad4hBx2,q-SEm7HZX9M9-dgXrY30Lwo,Can we better design our drainage gutters away from our sidewalks so they don't our ice on the sidewalks during the winter.,Experiential Quality
u-5KPUAzmLyj-tAGAdqOnbG,q-ZKANS9Fx7Q-jJEbRy9tOj,Will the MBTA drivers be trained in customer service in the future ?,Safety
u-3vlbbaCnq4-6kI3roTzu7,q-9y3wUJfseP-WvhgQvY5dh,@GoBoston2030 When will the @MBTA @MBTATransitPD stop profiling and harassing youth of color on the #OrangeLine?,Safety
u-DOXFlMFgZ1-KR82oPda2E,q-LYJZKI2yS8-Wuz3MtzGki,Will there be a safer way for bikers to ride in the bike lane without worry of cars and buses stopping or double parking in the bike lane?,Safety
u-QzrI3xNhQk-HvzpHjpAAe,q-LlBgMI7Yn2-GuZK6D5GHa,Can there me more frequent city buses with a schedule app?,Reliability
u-mUG8aR5OeR-8uPTsW6eGc,q-COPlgWlQGk-XrU2j1MRly,What the future winter planning consist of when strategizing for the worst case scenario?,Governance and Decision-Making
u-TG8Ag1ySuL-zkjTOOdTgM,q-Vz8WqSvGQO-xhntriyYED,What if you could transfer from one line to another above ground without having to pay an extra fare?,Affordability
u-QDR1lg2JZL-flLRoDoi9C,q-ciqBconWpX-jSfhnsHUv3,Is transportation going to be more or less busy?,Reliability
u-da2mdabyTj-spUe6wJGhe,q-Vnc6g8eTE4-1sicFaRflP,"This is more of a suggestion:  1st transportation systems should have four languages to announce stations 2. MBTA personnel should be properly dressed and train 3. MBTA equipment should be clean at the end of each run 4. regularly patrolled that no one is sleeping and laying-down over several seats. 5. The transportation system is the ambassador to the world and should be treated as such, they determine whether or not people return to Massachusetts, let alone Boston and how they feel about us!!!  Ted Lewis BNN-TV",Innovation-Technology
u-cZpwiONrnf-xm2FTNIey3,q-sHr63BLLM6-leyWNAE7VI,"What if moving through the city made us healthier, happier and more connected?",Experiential Quality
u-QRPOCwojq7-sRRy62Bo4f,q-vYIaaAJ3Fw-HmiCkM3KWt,Will lower bus fare be possible in the future?,Affordability
u-WzFHXUJsSP-K2ROYVZldZ,q-2oXpCefAwS-ghjJWeYgd1,"Why not fix all the trains that are constantly breaking down, do the red/blue connector and other repairs before any additional lines are added?",Access
u-Ms7sL8ow8v-eqPR6Qyrbc,q-ctrwSBgrNk-wTnVkGcmzo,How can we bring weekend train service to West Roxbury?,Reliability
u-AxX5k9hB62-k8yrw1hrZ4,q-p2geB8EqQZ-b5nOV8bz1e,What if some streets were just for walking or walking and bicycling?,Access
u-Pk54FLSvHp-g3aRqjBRl9,q-5gTpGrOsrX-ARpYd8EIe7,"How much is public transportation in the future, if it's already $2.10?",Affordability
u-6fuerTZeWU-rwlYRkxV8a,q-fDzPkyGLJt-BYxfIijgcb,Will Boston get better street signage to make it easier for non-locals to find their way around?,Experiential Quality
u-K8Y44mI7ft-Bw9a3EQOWS,q-ZJO2UTR2Y9-sag1aOZPCL,What will be done about parking? (and the cost of public parking),Governance and Decision-Making
u-2PelMOYZ1i-kSYrJkf471,q-daxLmD0Zrg-HLDbJStOc0,What's the future of parking spaceholders during snow storms?,Governance and Decision-Making
u-dio158MRsg-m4yKyrj6qY,q-kBQ9HwJ0Tj-xHA9bqoG1t,"Is there a way to heat streets during the winter?  This idea is just like the concept of people using heat sources for the roof of their homes so that snow doesn't collect so much and it would just melt.  If this were possible, it would help with the bus schedule, trains, traffic and all the chaos that comes with a snowstorm.",Reliability
u-wkOMBHv9HA-YIgqdjoAxv,q-2eZrDgJPii-0ZrWAWiSN9,Why can't there be more service during rush hour?,Reliability
u-meY794E987-D6F2FLEvK9,q-IB3tN5Risr-osjIc8MSAb,Will I be able to commute a full week on the T without serious delays due to equipment failure?,Reliability
u-vnqFobE2uU-IlG85RSxKi,q-Pt8WT71MsK-cYp5CUtqcf,How can solar or wind power benefit the trains?,Sustainability-Climate
u-NXuMRNHTR3-2oQwcVgMez,q-IYQ7S12MUQ-Yst8vIh3Kx,Will transportation be affordable for all?,Affordability
u-GQCxMS925t-nWm9OHwOiy,q-VRIGKRigtS-iUbE5BMwsk,Can the #39 bus run more regularly with regular gaps between buses vs. clumping up 2-4 buses at a time?,Reliability
u-EatPb2CDcV-gF6ZygGmBR,q-EHEbkSEmpB-JPG9FVqnwf,How are old people who can no longer drive and can't walk to the bus stop or the subway station supposed to get around?,Access
u-meY794E987-D6F2FLEvK9,q-aluzijWHyJ-XMVNxo8vv2,"Will the Silver Line Way stop still smell like raw sewage every day? This is not a joke. It is often hard to breathe there, especially in the evening.",Experiential Quality
u-1OGaIahy9J-4YQPuu7LO1,q-FY4DVb7OkV-VI8ofRqzVX,When will the MBTA build a circular/ring line so that people don't have to always go to Park Street to transfer from one line to another?,Access
u-x908tSEK8z-Ja0YkdK2qj,q-xAMnaqrACj-1UHDiCe9Zm,Extended hours.  Locations like central Boston are cut off after 12.,Reliability
u-mKeoiEcMw2-ZVwYzBXBBo,q-BUuk5msBZo-0s3VnygCLj,Will you keep raising the fares every year just because you can?  They are getting ridiculous.,Affordability
u-AFnmrX32ex-3ecM48ZEFx,q-0xpb9q2e4A-rXNLBBa0j3,I would like to see more weekend buses for Cambridge so people can get around better.,Reliability
u-CNyNSt710M-In2LFNBVwy,q-Kmbig4DV4A-KCqS0tpLD2,How come the bus stops are further apart?,Access
u-oea4opN3GX-xUVpea9atN,q-St5fdqVf34-6sMk053q32,"Why are some bus stops placed so close together (e.g. Park and Beacon, followed by Mountfort in just 2 shortblocks)",Access
u-f578GBtDa5-eSLwfUZi9s,q-wLfEC01uwH-yssaElPgQh,What conditions will the road be in?,Experiential Quality
u-VzR6V40W3o-PRPIQEQTP8,q-BkfiReF6dp-Uy8ahrYiCS,Will technology catch up with the traffic patterns?,Innovation-Technology
u-ga7qzJlYj2-kWfifBzO7v,q-MeAZ4aHIAC-AXylDquwBP,Why raise the ticket prices but quality varies through the neighborhood?,Affordability
u-3QGtrP7Vkt-5nHs34EUsg,q-cAj75gwpnm-JvEbewRcAl,Why does the #19 run at such random times? Why does it not run on the weekends?,Reliability
u-NXu4b06sdj-cAXNvmDZc8,q-Q5EH0YqtCU-G0te52kK45,Why do prices go up for the MBTA?,Affordability
u-1hpzdYpPuD-9yOUNfsroc,q-SsupD3ZfZG-c1tQGLczNx,Will we have cleaner and bigger buses?,Experiential Quality
u-5RKdgCuXKC-DBGlv9ZmOA,q-9ilVjvNSZC-uCftFJzaC9,How do we build accessible communities based around mass transit without gentrifying out the people who live in these communities?,Equity
u-lLewNSXQjT-SrwwSVbj78,q-r9jgzyDqsh-XV4ChzS1By,How can we get rid of those god awful bike lanes?,Safety
u-rwo3xkC7Zu-giBmuR6BT4,q-hgcmn7BZSB-y9WE3jc7lb,When will you create a designated bike lane for bicycles to travel from East Boston to downtown Boston?,Access
u-dqNL93vCSQ-6Et5qEkvIN,q-xge1On3Xij-FAHKPdG1Vy,"It seems like there is a move to reduce the number of parking spaces in the city. How will Boston respond to the increasing need for public transit? I ask because more people are taking public transit during the harsh winter of 2015 and although I think the city is trying, it is fate for me to walk from Longwood to Jamaica Plain where I currently live. Thanks for your efforts in engaging the community.",Resiliency
u-xGg3COyL3G-bdebx7gxf9,q-A8ZiYroXKR-hRGz0R4x3j,When there is snow in front of the MBTA stations who is responsible for cleaning the walkways and surrounding areas?,Experiential Quality
u-VBdJGeUsgU-QnwCmd3XyB,q-Kow80k6BCN-MhzmMZUUdk,"Since the fare is so high, are you planning to get new and nicer buses? ",Experiential Quality
u-rsiJ9InD0b-s56g3bXlnB,q-ubrBNBV5Ql-WIgd4uaBRx,Will buses have TV?,Experiential Quality
u-zKc9DHwH7Q-987kKqnuMj,q-EsYzVzvg5K-gweG0biYUR,Is there going to be better transportation for people with disabilities?,Access
u-4442pve92f-6u4kJTn7TP,q-LyRvedfqFc-OkAcFKaLpF,Could bike lanes be separated from car lanes?,Access
u-Zga8JZOlLi-w8d2O46Joh,q-vd56zGryXD-quRcOohbaG,Why/when did the mode of transportation become a huge thing?,Access
u-Qjt7ir1A9t-OsFPupifhj,q-cO1T85uXv5-VYPJZzsdkn,When will we invest enough in our transportation system to make it reliable enough for commuters to rely on in all weather?,Reliability
u-p8bN40RJmu-72LkOA2JTg,q-leHCiLje93-mtZnfALFyg,Can you use transit data to make art decisions about where to add or increase capacity?,Reliability
u-NsLVz0mxRc-a3y2YhJLs7,q-4DnWz3SYyh-zxqXG99IUv,Can we have zero emission buses?,Sustainability-Climate
u-6kW1VRw5lm-y43Tfo3Vbp,q-Ll6rJpdGPM-NKfAOOnebE,Will the fares for seniors be lowered?,Affordability
u-I0akrDjwpO-qJfj0Kazzi,q-QdDxh7NoiN-EralRYzkoo,When will my dog have his own seat on the T?,Access
u-Vl3FmNLrZ5-L4AcZklFw6,q-4N5UP0FyUo-lbqBRjmUc9,Will there be any faster way to get around?,Reliability
u-cRiqUmTGyp-TZVz9rrsNL,q-fQevdfSuf7-ltyshYMva1,Will the buses be more affordable in the future for seniors?,Affordability
u-tGo3a1EyC0-qNhqLakt1U,q-2uAimRphcC-j9auonzcN1,Why not more agile/flex city vehicles/buses?,Innovation-Technology
u-8SfzJZvgz5-TWVZX4pZGe,q-tP8JGyBHKD-TVMbnE4dbR,Will the transportation system be based on prioritizing safety for the most vulnerable users?,Safety
u-hsaCegkq6M-eyz63VKIMD,q-RHhRuoEpAA-cGj2TfCIlD,Why does the green line shriek so loudly every where it goes?,Miscellaneous
u-b0oipA2Mrw-uWZOW6ut4e,q-vb2MkWXnZ1-LrPLkP9DTh,Will transportation be less gasoline wasting and more sustainable?,Sustainability-Climate
u-VDvpl3Z3Ij-ZFoJeZ7keI,q-4JjPYFENmw-NUaiCERDC9,Will public transit budgets still be bogged down with debt payments?,Governance and Decision-Making
u-HD4bHzr07U-Cz7LBqDlWG,q-td10EgyWgL-Hsrk0556iR,Why aren't we moving more towards private industry instead of public?,Governance and Decision-Making
u-5tka0FXWUB-AQLU7yAyOt,q-APug7ATCmH-HTiMzOi1Ck,Are there going to be tons of solar paneled buses in the future?,Sustainability-Climate
u-Qjt7ir1A9t-OsFPupifhj,q-QXd4rjmvcg-YUuE99u8mE,"When will we get rid of automobile ""Level of Service"" as a design metric? Why not judge the level of service for a given road on it's ability to transport PEOPLE safely and efficiently?",Access
